Activity,Injury,Fatal,Species,Age,Age_group,,,,,,
surfing,Ankle lacerated,non-fatal,other,15,Teen,,,,,,
swimming,Right foot bitten,non-fatal,other,60,Adult,,,,,,
swimming,Left leg bitten,non-fatal,other,51,Adult,,,,,,
surfing,Hand bitten ,non-fatal,other,33,Young Adult,,,,,,
surfing,6 puncture wounds to left ankle,non-fatal,other,15,Teen,,,,,,
swimming,Foot lacerated,unknown,other,22,Young Adult,,,,,,
surfing,Left foot lacerated,non-fatal,other,18,Teen,,,,,,
wading,Left foot bitten,non-fatal,other,22,Young Adult,,,,,,
swimming,Right calf & heel bitten,non-fatal,reef shark,20,Young Adult,,,,,,
surfing,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,non-fatal,other,34,Young Adult,,,,,,
other,Arm severed,non-fatal,white shark,,Unknown,,,,,,
swimming,Bitten on finger,non-fatal,other,16,Teen,,,,,,
surfing,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",non-fatal,bull shark,17,Teen,,,,,,
swimming,Right hand lacerated,non-fatal,other,7,Child,,,,,,
surfing,Right leg bitten,non-fatal,other,36,Adult,,,,,,
surfing,Survived,non-fatal,other,17,Teen,,,,,,
surfing,Left foot bitten,non-fatal,other,30,Young Adult,,,,,,
surfing,Small lacerations to foot,non-fatal,other,23,Young Adult,,,,,,
surfing,Left ankle bitten or right foot,non-fatal,other,18,Teen,,,,,,
surfing,2 lacerations on left thigh,non-fatal,other,12,Child,,,,,,
swimming,Left calf lacerated,non-fatal,other,20,Young Adult,,,,,,
surfing,"Right foot bitten, left leg severed",non-fatal,mako shark,28,Young Adult,,,,,,
surfing,Arm lacerated,non-fatal,other,,Unknown,,,,,,
surfing,Left hand and wrist bitten,non-fatal,other,50,Adult,,,,,,
other,Arm lacerated (shark made 3 strikes),non-fatal,white shark,44,Adult,,,,,,
wading,Ankle lacerated,non-fatal,other,37,Adult,,,,,,
swimming,Left hand bitten,non-fatal,other,54,Adult,,,,,,
swimming,"Puncture wounds on heel, legs and buttocks",non-fatal,other,24,Young Adult,,,,,,
swimming,FATAL,fatal,bull shark,84,Senior,,,,,,
surfing,Lower right leg lacerated,non-fatal,bull shark,,Unknown,,,,,,
surfing,"No injury, but her surfboard was bitten",non-fatal,whaler shark,,Unknown,,,,,,
snorkeling,Left arm lacerated,non-fatal,hammerhead,18,Teen,,,,,,
snorkeling,Forearms lacerated,non-fatal,white shark,25,Young Adult,,,,,,
swimming,Foot lacerated,unknown,other,11,Child,,,,,,
swimming,FATAL,fatal,bull shark,23,Young Adult,,,,,,
surfing,FATAL,fatal,other,19,Young Adult,,,,,,
other,Both legs severely lacerated,non-fatal,white shark,48,Adult,,,,,,
swimming,Right shoulder forarm & wrist bitten,non-fatal,other,34,Young Adult,,,,,,
snorkeling,"Right upper am, shoulder & back severely  bitten",non-fatal,reef shark,41,Adult,,,,,,
surfing,1.5-inch laceration,non-fatal,other,21,Young Adult,,,,,,
fishing,Shin bruised,non-fatal,other,52,Adult,,,,,,
swimming,Left foot bitten ,non-fatal,other,60,Adult,,,,,,
swimming,"FATAL, body not recovered",fatal,tiger shark,36,Adult,,,,,,
surfing,Left foot bitten,non-fatal,other,21,Young Adult,,,,,,
surfing,Abrasions on right hand & deep laceration on middle finger,non-fatal,other,14,Teen,,,,,,
surfing,Heel & back of right knee lacerated,non-fatal,other,35,Young Adult,,,,,,
surfing,Left hand lacerated and abraded,non-fatal,other,18,Teen,,,,,,
surfing,Right hand severely lacerated,non-fatal,other,47,Adult,,,,,,
surfing,Left hand bitten,non-fatal,other,32,Young Adult,,,,,,
surfing,"No injury, surfboard bitten ",non-fatal,other,55,Adult,,,,,,
fishing,Left thumb lacerated PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
swimming,Thigh lacerated  PROVOKED INCIDENT,non-fatal,tiger shark,,Unknown,,,,,,
surfing, Ankle lacerated,non-fatal,other,24,Young Adult,,,,,,
surfing,No injury,non-fatal,other,35,Young Adult,,,,,,
swimming,"Left thigh bitten, leg surgically amputated",non-fatal,tiger shark,19,Young Adult,,,,,,
surfing,No injury,non-fatal,white shark,47,Adult,,,,,,
wading,2 small puncture wounds on left foot PROVOKED INCIDENT,non-fatal,hammerhead,36,Adult,,,,,,
surfing,Left foot lacerated ,non-fatal,tiger shark,16,Teen,,,,,,
swimming,Both arms & leg bitten,non-fatal,other,29,Young Adult,,,,,,
surfing,Big toe bitten,non-fatal,other,27,Young Adult,,,,,,
surfing,Lacerations on heel & dorsum of right foot,non-fatal,other,15,Teen,,,,,,
diving,Hand bitten by captive shark PROVOKED INCIDENT,non-fatal,tiger shark,30,Young Adult,,,,,,
surfing,Heel bitten,non-fatal,other,13,Teen,,,,,,
swimming,Calf bitten,non-fatal,bull shark,15,Teen,,,,,,
surfing,2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,non-fatal,other,19,Young Adult,,,,,,
fishing,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,fatal,mako shark,41,Adult,,,,,,
surfing,Right hand severed,non-fatal,tiger shark,22,Young Adult,,,,,,
other,"Calf, foot & hand bitten",non-fatal,bull shark,9,Child,,,,,,
surfing,minor injury to foot,non-fatal,other,30,Young Adult,,,,,,
swimming,Small lacerations on right lower leg,non-fatal,other,11,Child,,,,,,
surfing,"No injury, shark bit side of surfboard",non-fatal,tiger shark,,Unknown,,,,,,
surfing,Right hand lacerated,non-fatal,other,28,Young Adult,,,,,,
surfing,6-inch gash on right foot,non-fatal,other,50,Adult,,,,,,
swimming,Right calf lacerated,non-fatal,other,10,Child,,,,,,
snorkeling,Upper arm bitten,non-fatal,other,50,Adult,,,,,,
surfing,Lacerated leg & back,non-fatal,white shark,24,Young Adult,,,,,,
fishing,Leg bitten by hooked shark PROVOKED INCIDENT,non-fatal,other,55,Adult,,,,,,
surfing,"2-inch wound on dorsum of right foot, 1-inch wound on sole",non-fatal,other,35,Young Adult,,,,,,
surfing,Toothmarks in board & his swim trunks,non-fatal,bull shark,,Unknown,,,,,,
fishing,Laceration to arm.,non-fatal,other,31,Young Adult,,,,,,
surfing,Leg injured,non-fatal,other,40,Adult,,,,,,
fishing,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,non-fatal,other,20,Young Adult,,,,,,
surfing,"FATAL, torso & leg bitten  ",fatal,white shark,23,Young Adult,,,,,,
fishing,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",unknown,other,52,Adult,,,,,,
surfing,Left foot bitten,non-fatal,other,34,Young Adult,,,,,,
surfing,Left foot bitten,non-fatal,other,28,Young Adult,,,,,,
swimming,Foot bitten,non-fatal,other,45,Adult,,,,,,
other,Calf bitten,non-fatal,bull shark,43,Adult,,,,,,
wading,Two half-inch lacerations on right heel and one near small toe,non-fatal,other,41,Adult,,,,,,
swimming,Upper left arm bitten,non-fatal,other,29,Young Adult,,,,,,
other,Left leg severed below knee,non-fatal,tiger shark,17,Teen,,,,,,
wading,Foot bitten,non-fatal,other,11,Child,,,,,,
swimming,"Severe kacerations, FATAL",fatal,other,16,Teen,,,,,,
swimming,Punctures on left foot and foot ,non-fatal,other,20,Young Adult,,,,,,
snorkeling,Arm bitten,non-fatal,other,39,Adult,,,,,,
surfing,Several  puncture wounds on lower right leg,non-fatal,other,31,Young Adult,,,,,,
fishing,"PRESUMED FATAL, body not recovered",unknown,other,44,Adult,,,,,,
fishing,FATAL,fatal,other,,Unknown,,,,,,
surfing,Heel / foot bitten,non-fatal,whaler shark,,Unknown,,,,,,
kayaking,Stern of kayak bitten/chest bruised ,non-fatal,other,35,Young Adult,,,,,,
surfing,Bruises & minor cuts,non-fatal,tiger shark,20,Young Adult,,,,,,
swimming,15 cm wound on inner thigh,non-fatal,other,32,Young Adult,,,,,,
fishing,Leg bitten & surgically amputated,non-fatal,other,16,Teen,,,,,,
swimming,FATAL,fatal,other,,Unknown,,,,,,
surfing,Foot & calf bitten,non-fatal,other,26,Young Adult,,,,,,
snorkeling,Lacerations to buttocks & thigh,non-fatal,tiger shark,35,Young Adult,,,,,,
surfing,"No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display",non-fatal,other,36,Adult,,,,,,
surfing,"No Injury, shark hit board",non-fatal,whaler shark,49,Adult,,,,,,
surfing,"No injury, portion of board's lower surface removed",non-fatal,other,,Unknown,,,,,,
surfing,"No injury, fell off ski after possibly colliding with  a shark",unknown,other,,Unknown,,,,,,
other,No injury,non-fatal,mako shark,,Unknown,,,,,,
snorkeling,Lacerations to right forearm & shoulder injured,non-fatal,whaler shark,20,Young Adult,,,,,,
surfing,Hand injured,non-fatal,tiger shark,26,Young Adult,,,,,,
other,No injury from shark,non-fatal,white shark,31,Young Adult,,,,,,
surfing,PROVOKED INCIDENT Several small lacerations on left foot ,non-fatal,other,21,Young Adult,,,,,,
surfing,"1"" to 2"" cuts on right ankle & foot",non-fatal,other,14,Teen,,,,,,
surfing,Foot bitten,non-fatal,other,16,Teen,,,,,,
diving,Head bitten by captive shark PROVOKED INCIDENT,non-fatal,tiger shark,,Unknown,,,,,,
fishing,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,non-fatal,other,44,Adult,,,,,,
swimming,Left hand injured,non-fatal,other,,Unknown,,,,,,
swimming,FATAL,fatal,white shark,28,Young Adult,,,,,,
swimming,Left buttock & foot  severed,non-fatal,white shark,23,Young Adult,,,,,,
wading,Right calf lacerated,non-fatal,other,20,Young Adult,,,,,,
swimming,"FATAL, thigh bitten ",fatal,bull shark,10,Child,,,,,,
fishing,Torso lacerated,non-fatal,bull shark,44,Adult,,,,,,
wading,Heel lacerated,non-fatal,other,69,Senior,,,,,,
surfing,Foot lacerated,non-fatal,other,17,Teen,,,,,,
surfing,Thigh lacerated,non-fatal,other,27,Young Adult,,,,,,
surfing,Cuts on right foot,non-fatal,other,32,Young Adult,,,,,,
surfing,Lacerations to lower leg,non-fatal,other,17,Teen,,,,,,
surfing,Left foot lacerated,non-fatal,other,17,Teen,,,,,,
surfing,Cuts on right foot,non-fatal,other,20,Young Adult,,,,,,
surfing,Back of left hand gashed,non-fatal,other,19,Young Adult,,,,,,
surfing,Left ankle bitten,non-fatal,other,19,Young Adult,,,,,,
fishing,Calf bitten,non-fatal,bull shark,43,Adult,,,,,,
boating,Legs bitten,non-fatal,other,,Unknown,,,,,,
swimming,"Leg bitten, later surgically amputated above the knee",non-fatal,other,36,Adult,,,,,,
fishing,No Injury to occupants,non-fatal,other,,Unknown,,,,,,
fishing,No Injury to occupants; shark bumped the boat ,non-fatal,mako shark,,Unknown,,,,,,
surfing,Left foot & heel lacerated,non-fatal,other,48,Adult,,,,,,
surfing,Foot bitten,non-fatal,other,42,Adult,,,,,,
swimming,"Arm severed, surgically reattached",non-fatal,bull shark,8,Child,,,,,,
swimming,Leg lacerated,non-fatal,other,14,Teen,,,,,,
fishing,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",non-fatal,white shark,52,Adult,,,,,,
wading,3 puncture wounds on each side of her left  hand,non-fatal,other,29,Young Adult,,,,,,
swimming,Shin lacerated,non-fatal,other,11,Child,,,,,,
swimming,5.5-inch laceration on calf,non-fatal,other,,Unknown,,,,,,
fishing,Arm bitten PROVOKED INCIDENT,non-fatal,other,24,Young Adult,,,,,,
surfing,Leg bitten,non-fatal,white shark,26,Young Adult,,,,,,
surfing,"Chest lacerated, surfboard bitten",non-fatal,other,,Unknown,,,,,,
surfing,Foot lacerated ,non-fatal,other,45,Adult,,,,,,
fishing,FATAL,fatal,other,,Unknown,,,,,,
surfing,Foot & ankle lacerated,non-fatal,other,16,Teen,,,,,,
surfing,Right foot & ankle lacerated,non-fatal,other,12,Child,,,,,,
surfing,Foot & ankle lacerated,non-fatal,other,38,Adult,,,,,,
surfing,Small cuts on big & pinky toes of left foot,non-fatal,other,21,Young Adult,,,,,,
surfing,Foot lacerated,non-fatal,other,22,Young Adult,,,,,,
surfing,Minor cuts on right heel & foot,non-fatal,other,19,Young Adult,,,,,,
surfing,Lacerations to top & bottom of left foot,non-fatal,other,22,Young Adult,,,,,,
surfing,Minor punctures & lacerations on left hand ,non-fatal,white shark,,Unknown,,,,,,
surfing,Foot lacerated,non-fatal,other,16,Teen,,,,,,
surfing,"Thigh, hip & buttock bitten",non-fatal,white shark,46,Adult,,,,,,
snorkeling,Wrist lacerated PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
surfing,Minor lacerations to dorsum of left foot,non-fatal,other,26,Young Adult,,,,,,
surfing,Calf bitten,non-fatal,whaler shark,40,Adult,,,,,,
surfing,Fingers & hand lacerated,non-fatal,other,,Unknown,,,,,,
swimming,FATAL,fatal,other,20,Young Adult,,,,,,
other,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",fatal,tiger shark,,Unknown,,,,,,
fishing,No injury to occupants,non-fatal,white shark,,Unknown,,,,,,
surfing,Leg bitten,non-fatal,whaler shark,40,Adult,,,,,,
kayaking,"No injury, shark rammed & bit kayak",non-fatal,other,35,Young Adult,,,,,,
swimming,Left arm bitten,non-fatal,other,55,Adult,,,,,,
fishing,No injury to occupants,non-fatal,white shark,,Unknown,,,,,,
surfing,"Foot bruised, board dinged",non-fatal,other,,Unknown,,,,,,
kayaking,"No injury, kayak bitten",non-fatal,white shark,,Unknown,,,,,,
swimming,"FATAL, leg severed ",fatal,other,47,Adult,,,,,,
fishing,No injury to occupants,non-fatal,white shark,,Unknown,,,,,,
fishing,Left elbow and forearm bitten,non-fatal,whaler shark,38,Adult,,,,,,
surfing,FATAL,fatal,other,,Unknown,,,,,,
other,"No injury, wetsuit & swimfin torn",non-fatal,tiger shark,28,Young Adult,,,,,,
swimming,Right calf lacerated,non-fatal,other,73,Senior,,,,,,
swimming,Leg & feet lacerated,non-fatal,white shark,52,Adult,,,,,,
swimming,"FATAL, torso bitten, leg severed ",fatal,white shark,49,Adult,,,,,,
surfing,Both thighs bitten,non-fatal,white shark,27,Young Adult,,,,,,
fishing,"No Injury to occupant, shark holed and sank boat",non-fatal,white shark,31,Young Adult,,,,,,
surfing,Leg lacerated,non-fatal,other,23,Young Adult,,,,,,
swimming,Right side of back / torso lacerated,non-fatal,tiger shark,56,Adult,,,,,,
swimming,Right hand lacerated,non-fatal,other,69,Senior,,,,,,
surfing,Foot lacerated,non-fatal,other,17,Teen,,,,,,
surfing,Fingers lacerated,non-fatal,other,23,Young Adult,,,,,,
surfing,Right foot & heel lacerated,non-fatal,other,11,Child,,,,,,
surfing,Upper left arm lacerated,non-fatal,other,24,Young Adult,,,,,,
surfing,No injury,non-fatal,white shark,,Unknown,,,,,,
surfing,FATAL,fatal,white shark,17,Teen,,,,,,
surfing,FATAL,fatal,white shark,25,Young Adult,,,,,,
surfing, FATAL,fatal,white shark,31,Young Adult,,,,,,
surfing,Right lower leg & ankle lacerated,non-fatal,other,49,Adult,,,,,,
surfing,Puncture wounds on knee,non-fatal,other,26,Young Adult,,,,,,
surfing,Finger lacerated,non-fatal,other,25,Young Adult,,,,,,
swimming,Minor injury to arm and hand,non-fatal,other,8,Child,,,,,,
other,Swim fin bitten,non-fatal,white shark,48,Adult,,,,,,
swimming,FATAL,fatal,other,28,Young Adult,,,,,,
wading,Left foot lacerated ,non-fatal,other,40,Adult,,,,,,
surfing,Left arm bitten,non-fatal,tiger shark,27,Young Adult,,,,,,
swimming,FATAL,fatal,other,,Unknown,,,,,,
swimming,Punctures & lacerations on right foot,non-fatal,other,47,Adult,,,,,,
other,FATAL,fatal,bull shark,69,Senior,,,,,,
swimming,"Severe gash to left hand above wrist, almost severing hand",non-fatal,other,,Unknown,,,,,,
surfing,Left calf lacerated,non-fatal,tiger shark,53,Adult,,,,,,
surfing,Minor lacerations to the dorsum of the right foot,non-fatal,other,27,Young Adult,,,,,,
swimming,Non-fatal,unknown,other,,Unknown,,,,,,
swimming,FATAL,fatal,other,,Unknown,,,,,,
snorkeling,Leg pinched,non-fatal,other,45,Adult,,,,,,
surfing,Foot lacerated,non-fatal,other,16,Teen,,,,,,
surfing,Minor lacerations on foot,non-fatal,other,14,Teen,,,,,,
surfing,Hand lacerated,non-fatal,other,15,Teen,,,,,,
surfing,"No injury, flung off board",non-fatal,other,18,Teen,,,,,,
surfing,No Injury,non-fatal,other,,Unknown,,,,,,
other,Left arm bitten,non-fatal,reef shark,69,Senior,,,,,,
wading,Minor laceration & 3 punctures to right foot,non-fatal,other,13,Teen,,,,,,
swimming,Knee & calf lacerated,non-fatal,other,41,Adult,,,,,,
other,Calf lacerated,non-fatal,tiger shark,12,Child,,,,,,
wading,Left inner thigh,non-fatal,other,20,Young Adult,,,,,,
fishing,Lower right calf lacerated,non-fatal,other,55,Adult,,,,,,
wading,Left calf & hand lacerated,non-fatal,other,13,Teen,,,,,,
swimming,FATAL,fatal,other,,Unknown,,,,,,
fishing,"No injury, shark bit the dinghy",non-fatal,mako shark,,Unknown,,,,,,
other,"No injury to occupants, boat's rear platform bitten",non-fatal,bull shark,,Unknown,,,,,,
surfing,Foot lacerated,non-fatal,other,17,Teen,,,,,,
swimming,Puncture wounds on right hip and arm,non-fatal,bull shark,55,Adult,,,,,,
swimming,Right forearm severed surgically amputated above elbow,non-fatal,bull shark,44,Adult,,,,,,
snorkeling,Right forearm lacerated,non-fatal,other,13,Teen,,,,,,
swimming,"FATAL, legs severed  ",fatal,other,,Unknown,,,,,,
other,Sharks prevented recovery of remains,fatal,tiger shark,,Unknown,,,,,,
diving,FATAL,fatal,other,,Unknown,,,,,,
wading,Puncture marks on right thigh,non-fatal,other,,Unknown,,,,,,
fishing,"No Injury, bumped by shark",non-fatal,other,,Unknown,,,,,,
swimming,Left calf bitten,non-fatal,other,26,Young Adult,,,,,,
surfing,Left hand bitten,non-fatal,other,37,Adult,,,,,,
fishing,FATAL,fatal,tiger shark,35,Young Adult,,,,,,
surfing,No Injury,non-fatal,tiger shark,,Unknown,,,,,,
kayaking,Reported as shark attack but probable drowning ,unknown,other,27,Young Adult,,,,,,
swimming,Survived,non-fatal,other,,Unknown,,,,,,
fishing,"No injury to diver, speargun damaged",non-fatal,mako shark,39,Adult,,,,,,
surfing,Foot bitten,non-fatal,white shark,,Unknown,,,,,,
surfing,"No injury, wetsuit punctured",non-fatal,other,12,Child,,,,,,
surfing,Hand bitten,non-fatal,other,26,Young Adult,,,,,,
diving,FATAL,fatal,other,35,Young Adult,,,,,,
fishing,No injury to occupant; shark bit propeller,non-fatal,hammerhead,,Unknown,,,,,,
surfing,Six puncture wounds on  leg,non-fatal,other,15,Teen,,,,,,
swimming,Arm bitten,non-fatal,other,13,Teen,,,,,,
surfing,"Leg bitten, surgically amputated",non-fatal,white shark,18,Teen,,,,,,
fishing,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubarão da gralha preta -  a blacktip shark, C. limbatus",non-fatal,other,39,Adult,,,,,,
surfing,Right arm & fingers lacerated,non-fatal,other,35,Young Adult,,,,,,
surfing,Lacerations to hand & wrist,non-fatal,other,19,Young Adult,,,,,,
swimming,"Buttock bitten, hands lacerated",non-fatal,tiger shark,51,Adult,,,,,,
surfing,"No injury, board bitten",non-fatal,white shark,,Unknown,,,,,,
surfing,Lower legs lacerated,non-fatal,white shark,35,Young Adult,,,,,,
surfing,Upper right thigh bitten,non-fatal,other,39,Adult,,,,,,
swimming,Lacerations to leg,non-fatal,reef shark,12,Child,,,,,,
swimming,Lacerations to buttocks,non-fatal,reef shark,12,Child,,,,,,
surfing,"Shark bit 8"" chunk from swim fin",non-fatal,other,13,Teen,,,,,,
surfing,Lacerations to right hand & wrist,non-fatal,other,,Unknown,,,,,,
